name	lat	lon	slug	notes	access	area
平作川河口	35.2261649	139.7162247	heisakugawa-kako	シーバス・アジングのメッカ、シーバス・ハゼ・クロダイ向き	開国橋バス停から徒歩5分	三浦半島
一色海岸（葉山）	35.2583844	139.579035	isshiki	海水浴シーズン外が主体、キス・マゴチ・アオリイカ・クロダイ向き	葉山公園前バス停から徒歩5分	三浦半島
城ヶ島岸壁	35.1370193	139.6147084	jogashima-ganpeki	城ヶ島北西の岸壁、アジ・メバル・アオリイカ・青物向き	城ケ島バス停から徒歩5分	三浦半島
金田漁港	35.1600911	139.6667862	kaneda-gyoko	金田湾の小漁港、アジ・メバル・クロダイ向き	岩浦バス停から徒歩5分	三浦半島
金田海岸	35.1784036	139.6549416	kaneda-kaigan	東京湾の砂浜サーフ、キス・カレイ・マゴチ向き	菊名バス停から徒歩20分	三浦半島
観音山下	35.1382476	139.6401143	kannonyama-shita	観音崎近くの地磯混じり護岸、クロダイ・メジナ向き	宮川町バス停から徒歩20分	三浦半島
観音崎	35.2576748	139.7447097	kannonzaki	東京湾口の潮流強い地磯、クロダイ・メジナ・青物向き	観音崎バス停から徒歩10分	三浦半島
久里浜海岸	35.22500870594622	139.71407890319827	kurihama	穏やかな東京湾の砂泥浜、キス・ハゼ・シーバス・カレイ向き	久里浜海岸バス停から徒歩0分	三浦半島
黒崎の鼻	35.182946	139.6150947	kurosaki-no-hana	三浦南部の地磯、クロダイ・メジナ・アオリイカ向き	宮田バス停から徒歩20分	三浦半島
久留和漁港	35.2456191	139.5909119	kuruwa-gyoko	相模湾側の静かな小漁港、アジ・メバル・クロダイ向き	久留和バス停から徒歩5分	三浦半島
間口漁港	35.1445995	139.6773326	maguchi-gyoko	港内岸釣り禁止、剱崎隣の地磯・大浦海岸から入釣	剱崎バス停から徒歩15分	三浦半島
真名瀬漁港	35.2691506	139.5692718	manase-gyoko	葉山の小漁港、左堤防立入禁止、クロダイ・アオリイカ・メバル向き	芝崎バス停から徒歩5分	三浦半島
三崎港	35.1390987	139.6176589	misaki-ko	三浦半島最大の漁港、アジ・イカ・メジナ・クロダイ・青物向き	仲崎バス停から徒歩5分	三浦半島
森戸海岸	35.275965441200434	139.5709562301636	morito	遠浅の砂礫浜、キス・カレイ・マゴチ・シーバス向き、ボート釣り人気	元町バス停から徒歩5分	三浦半島
諸磯	35.1556747	139.6073753	moroi-so	小磯と護岸が混在、クロダイ・メジナ・アオリイカ向き	浜諸磯バス停から徒歩5分	三浦半島
長井港	35.2076178	139.6091616	nagai-ko	三浦西岸の大型港、アジ・カレイ・クロダイ・アオリイカ向き	岡崎バス停から徒歩5分	三浦半島
長手鼻・ゴーシュ浦	35.1511088	139.6816134	nagatebana-goshuura	変化に富んだ磯場、クロダイ・メジナ・アオリイカ向き	松輪バス停から徒歩20分	三浦半島
長津呂崎	35.1345845	139.6089739	nagatorozaki	城ヶ島南西の潮通し良い岬、メジナ・クロダイ・青物向き	城ケ島バス停から徒歩10分	三浦半島
野島公園	35.328291	139.636488	nojima-koen	横浜の岸壁と浜の公園、クロダイ・メジナ・ハゼ・シーバス向き	野島公園駅から徒歩10分	三浦半島
盗人狩	35.1385108	139.6447921	nusuttogari	三浦半島屈指の一級地磯、大型メジナ・クロダイ・青物向き	宮川町バス停から徒歩20分	三浦半島
大浜海岸	35.2580417	139.5792023	ohama	三崎漁港近く比較的空いた砂浜、キス・マゴチ向き	葉山公園前バス停から徒歩5分	三浦半島
大浦海岸	35.1481174	139.6791995	oura-kaigan	油壷エリアの静かな砂浜、キス・マゴチ・アオリイカ向き	松輪バス停から徒歩15分	三浦半島
新宿港	35.2044093	139.6061468	shinjuku-ko	長井地区の漁港、メバル・クロダイ・アジ向き	番場バス停から徒歩5分	三浦半島
トンビ磯	35.2601891	139.5757306	tonbi-iso	大浜・長者ヶ崎境の磯混じり防波堤、クロダイ・メジナ向き	葉山バス停から徒歩5分	三浦半島
津久井浜	35.19548370283157	139.6678161621094	tsukui	広い砂浜サーフ、キス・マゴチ・ヒラメ・カレイ向き	津久井浜駅から徒歩10分	三浦半島
剱崎	35.1407042	139.6787167	tsurugizaki	相模湾と東京湾の境界地磯、メジナ・クロダイ・青物向き	剱崎バス停から徒歩20分	三浦半島
うみかぜ公園	35.276793	139.682672	umikaze-koen	平日のみ釣り可・土日祝釣禁、展望台4ヶ所は終日釣禁	県立大学駅から徒歩15分	三浦半島
浦賀港	35.2418163	139.7190785	uraga-ko	東京湾の古港、ハゼ・シーバス・クロダイ・アジ向き	浦賀駅から徒歩20分	三浦半島
漆山港	35.1997103	139.6056962	urushiyama-ko	長井地区の小漁港、キス・カレイ・メバル向き	漆山バス停から徒歩5分	三浦半島
和田長浜海岸	35.190101	139.6156955	wada-nagahama-kaigan	三浦西岸の広い砂浜、キス・マゴチ・カレイ向き	和田バス停から徒歩20分	三浦半島
屋志倉の磯	35.1505298	139.6132493	yashikura-no-iso	三浦南部の磯場、クロダイ・メジナ・アオリイカ向き	浜の原バス停から徒歩10分	三浦半島
