name	lat	lon	slug	notes	access	area
平坂入江・寺津橋	0	0	heisakairie-terazubashi	入り江の護岸、セイゴ・ハゼ向き	西尾駅からバス10分	三河湾
14号地	0	0	juyongouchi	西尾市の埋立護岸、クロダイ・セイゴ向き	西尾駅からバス10分	三河湾
宮崎港・宮崎西港	0	0	miyazaki-ko	西尾市の漁港、クロダイ・セイゴ・メバル向き	西尾駅からバス15分	三河湾
洲崎港	0	0	suzaki-ko	西尾市の港、クロダイ・キス・ハゼ向き、整備護岸	西尾駅からバス20分	三河湾
東幡豆港	0	0	higashihazu-ko	西尾市の漁港、クロダイ・メバル・キス向き	東幡豆駅から徒歩10分	三河湾
寺部港・寺部海水浴場	0	0	terabe-ko	西尾市の海水浴場隣接、キス・クロダイ向き	東幡豆駅から徒歩15分	三河湾
旧西幡豆港・西幡豆港	0	0	nishihazu-ko	西尾市の漁港、クロダイ・メバル・カサゴ向き	西幡豆駅から徒歩5分	三河湾
くじ港（西浦漁港）	0	0	kuji-ko	蒲郡市のハゼ釣り名ポイント、クロダイも向き	蒲郡駅からバス20分	三河湾
知柄港	0	0	chigara-ko	蒲郡市の小漁港、クロダイ・メバル向き	蒲郡駅からバス15分	三河湾
倉舞港・松島突堤	0	0	kuramai-matsushima	蒲郡市の突堤、クロダイ・メバル・アオリイカ向き	蒲郡駅からバス15分	三河湾
西浦海水浴場	0	0	nishiura-beach	蒲郡市の海水浴場護岸、クロダイ・キス向き	蒲郡駅からバス20分	三河湾
形原漁港	0	0	katahara-gyoko	蒲郡市の大型漁港、クロダイ・アジ・メバル向き	蒲郡駅からバス10分	三河湾
春日浦突堤・春日浦公園	0	0	kasugaura-tottei	蒲郡市の突堤、ハゼ・クロダイ・ウキ釣り向き	蒲郡駅から徒歩20分	三河湾
三谷漁港	0	0	mitsuya-gyoko	蒲郡市の漁港、クロダイ・キス・アジ向き	三河三谷駅から徒歩10分	三河湾
吉良サンライズパーク	0	0	kira-sunrise-park	西尾市吉良の整備護岸、クロダイ・キス向き	蒲郡駅からバス15分	三河湾
白谷・片浜海浜公園	0	0	shirotani-katahama	田原市の護岸公園、クロダイ・キス・サビキ向き	豊橋方面から車利用	三河湾
田原港（エコパーク周辺）	0	0	tahara-ko	田原市の港湾・桟橋、キス・サビキ・ルアー向き	豊橋方面から車利用	三河湾
姫島漁港	0	0	himejima-gyoko	田原市の漁港、クロダイ・メバル・アジ・夜釣り向き	豊橋方面から車利用	三河湾
馬草港	0	0	magusakou	田原市の小漁港、キス・チョイ投げ向き	豊橋方面から車利用	三河湾
宇津江漁港	0	0	udue-gyoko	田原市の漁港、クロダイ・メバル・キス向き	豊橋方面から車利用	三河湾
泉港・江比間海岸	0	0	izumi-ko	田原市の漁港、突堤・サーフでキス・クロダイ向き	豊橋方面から車利用	三河湾
福江漁港	0	0	fukue-gyoko	田原市の漁港、メバル・クロダイ・アジ向き	豊橋方面から車利用	三河湾
福江港	0	0	fukue-ko	田原市の港、ウナギ・クロダイ・ハゼ向き	豊橋方面から車利用	三河湾
西の浜・休暇村下	0	0	nishi-no-hama	三河湾側の広大なサーフ、キス・カレイ向き	豊橋方面から車利用	三河湾
伊良湖港	0	0	irago-ko	半島先端の港、内港でアジ・キス・クロダイ向き（赤灯堤は立入禁止）	豊橋方面から車利用	三河湾
堀切町海岸（表浜）	0	0	horikiri-omotehama	外洋表浜サーフ、キス・ヒラメ・青物向き	豊橋方面から車利用	遠州灘
日出の石門・浜田海岸	0	0	hinode-hamada	表浜の代表サーフ、キス・ヒラメ・ルアー向き	豊橋方面から車利用	遠州灘
赤羽港・赤羽西海岸	0	0	akabane-ko	田原市の港と海岸、サビキ・キス・ルアー向き	豊橋方面から車利用	遠州灘
太平洋ロングビーチ	0	0	pacific-longbeach	豊橋市との境の表浜、ヒラメ・キス・青物向き	豊橋方面から車利用	遠州灘
御津臨海（豊川浄化センター埋立地）	0	0	mito-rinkai	豊橋市の護岸公園、クロダイ・ハゼ・ルアー向き	御油駅からバス利用	三河湾
渥美火力発電所周辺	0	0	atsumi-karyoku	温排水で年中実績、アジ・クロダイ・シーバス向き	豊橋方面から車利用	遠州灘
越戸突堤・若見海岸	0	0	koshito-tottei	表浜の突堤とサーフ、キス・ヒラメ・カレイ向き	豊橋方面から車利用	遠州灘
小塩津海岸	0	0	koshiozu-kaigan	渥美半島東端の砂浜、キス・ヒラメ向きサーフ	豊橋方面から車利用	遠州灘
恋路ヶ浜（伊良湖灯台周辺）	0	0	koijigahama	渥美岬先端、根魚・アオリイカ・青物向き	豊鉄バス伊良湖岬から徒歩10分	遠州灘
