name	lat	lon	slug	notes	access	area
子浦港	34.625806	138.805551	koura-port	港内外を探れる漁港	伊豆急下田駅からバス45分	南伊豆
入間港	34.616418	138.78542	iruma-port	地磯も近い人気港	伊豆急下田駅からバス45分	南伊豆
石廊崎	34.603015	138.844712	irozaki	岬周辺の潮通しが抜群	伊豆急下田駅からバス40分	南伊豆
伊浜漁港	34.652679	138.757331	ihama-port	西寄りの小漁港ポイント	伊豆急下田駅からバス50分	南伊豆
雲見港	34.758229	138.764975	kumomi-port	西伊豆南端の定番港	伊豆急下田駅からバス50分	西伊豆
石部漁港	34.77392	138.778338	ishibu-port	小漁港で根魚も狙える	伊豆急下田駅からバス45分	西伊豆
岩地漁港	34.786206	138.783718	iwachi-port	海水浴場横の小港	伊豆急下田駅からバス40分	西伊豆
松崎港	34.753848	138.777938	matsuzaki-port	新港側は足場が広い	伊豆急下田駅からバス35分	西伊豆
仁科川河口	34.764763	138.769871	nishinagawa-mouth	河口の流れ込みを狙える	伊豆急下田駅からバス30分	西伊豆
仁科大浜海岸	34.765626	138.767467	nishina-ohama	広い浜で投げ釣り向き	伊豆急下田駅からバス30分	西伊豆
大田子海岸	34.788286	138.75711	otago-beach	夕景の名所で磯もある	伊豆急下田駅からバス35分	西伊豆
安良里港	34.817446	138.775436	arari-port	湾内で比較的穏やか	修善寺駅からバス70分	西伊豆
宇久須港	34.82053	138.775677	ugusu-port	赤灯堤防が人気の港	修善寺駅からバス70分	西伊豆
西伊豆クリスタルビーチ	34.824258	138.777741	crystal-beach	浜から気軽に投げられる	修善寺駅からバス70分	西伊豆
八木沢	34.887277	138.790836	yagisawa	磯混じりで変化が多い	修善寺駅からバス60分	西伊豆
コバルト堤防	34.913663	138.793536	cobalt-breakwater	土肥温泉街近くの堤防	修善寺駅からバス55分	西伊豆
土肥海岸	34.90672	138.790466	toi-beach	広い砂浜で投げ向き	修善寺駅からバス55分	西伊豆
土肥港	34.905111	138.789145	toi-port	外向き堤防で回遊魚期待	修善寺駅からバス55分	西伊豆
小土肥海岸	34.939772	138.796918	kotoi-beach	静かな浜でのんびり探れる	修善寺駅からバス50分	西伊豆
戸田港	34.976284	138.776497	heda-port	湾内で多魚種を狙える	修善寺駅からバス50分	西伊豆
御浜岬	34.981483	138.777834	mihama-misaki	砂州周りに変化がある	修善寺駅からバス50分	西伊豆
井田港	34.994962	138.789268	ita-port	小堤防とゴロタが人気	修善寺駅からバス60分	西伊豆
井田海岸	34.994323	138.790209	ida-beach	急深で青物回遊も期待	修善寺駅からバス60分	西伊豆
