name	lat	lon	slug	notes	access	area
宿田曽漁港	34.2878	136.6863	shukutaso-port	岸壁が広く人気の漁港	伊勢市駅からバス60分	南部
田曽大突堤	34.2728	136.695	taso-big-breakwater	大型波止で多魚種実績	伊勢市駅からバス60分	南部
相賀浦	34.2569	136.6556	ougauara	水道周りでアオリイカ人気	伊勢市駅からバス55分	南部
贄浦漁港	34.2487	136.6804	nieura-port	湾内で落ち着いて探れる	伊勢市駅からバス55分	南部
奈屋浦漁港	34.2309	136.6763	nayaura-port	港内外を探れる定番場	伊勢市駅からバス55分	南部
方座浦しおさい公園	34.2151	136.6731	hozaura-shiosai-park	公園前で家族向き	伊勢市駅からバス55分	南部
古和浦港	34.1954	136.6007	kowaura-port	入り江奥の人気漁港	伊勢市駅からバス65分	南部
錦漁港	34.2398	136.4175	nishiki-port	白灯波止が定番	紀伊長島駅からバス25分	南部
赤石	34.2198	136.4068	akaishi	地磯混じりで潮通し良好	紀伊長島駅からバス30分	南部
紀伊長島港	34.2139	136.3408	kii-nagashima-port	駅近の代表的な港	紀伊長島駅から徒歩15分	南部
海野浦漁港	34.1929	136.3439	unoura-port	テトラ外向きが人気	紀伊長島駅からバス15分	南部
引本港	34.1787	136.3237	hikimoto-port	尾鷲湾北側の大型港	紀伊長島駅からバス20分	南部
道瀬港	34.1577	136.2851	douse-port	砂浜に囲まれた小港	紀伊長島駅からバス25分	南部
尾鷲港	34.0739	136.1947	owase-port	天満波止が有名	尾鷲駅から徒歩15分	南部
大曽根浦漁港	34.0501	136.2257	oosoneura-port	足場が良く釣りやすい	尾鷲駅からバス20分	南部
行野浦漁港	34.0332	136.2145	yunoura-port	小規模ながら魚影濃い	尾鷲駅からバス20分	南部
早田漁港	34.0249	136.2067	hayata-port	人気の小漁港ポイント	尾鷲駅からバス25分	南部
九鬼漁港	34.0192	136.2411	kuki-port	港周りで多魚種を狙える	九鬼駅から徒歩10分	南部
二木島漁港	33.9686	136.1763	nigishima-port	磯も近い南部の定番港	二木島駅から徒歩10分	南部
新鹿漁港	33.957	136.1644	atashika-port	サビキやエギング向き	新鹿駅から徒歩12分	南部
新鹿海岸	33.9532	136.1612	atashika-beach	夏以外は投げ釣り向き	新鹿駅から徒歩10分	南部
楯ヶ崎	33.9465	136.1817	tategasaki	千畳敷が有名な地磯	二木島駅から徒歩35分	南部
松崎港	33.9246	136.1263	matsuzaki-port-mie	大泊海岸横の人気港	熊野市駅からバス20分	南部
七里御浜（御浜）	33.8619	136.0473	shichirimihama-mihama	広大なサーフでルアー人気	阿田和駅から徒歩10分	南部
阿田和周辺	33.861	136.0424	atawa-area	浜沿いで青物やヒラメ期待	阿田和駅から徒歩10分	南部
道の駅ウミガメ公園前	33.735	136.0207	umigame-park-front	海岸前から回遊魚も狙える	紀伊井田駅から徒歩15分	南部
鵜殿港	33.7307	136.0139	udono-port	河口近くの小港ポイント	鵜殿駅から徒歩20分	南部
