name	lat	lon	slug	notes	access	area
鳥羽港・中之郷	0	0	toba-nakanogou	鳥羽市の港護岸、アジ・クロダイ・メバル向き	近鉄鳥羽駅から徒歩10分	志摩・南伊勢
安楽島漁港	0	0	araushima-gyoko	鳥羽市の漁港、メバル・タチウオ・アジ向き	鳥羽駅からバス10分	志摩・南伊勢
小浜漁港	0	0	kohama-gyoko-toba	鳥羽市の小漁港、クロダイ・アジ・根魚向き	鳥羽駅からバス10分	志摩・南伊勢
浦村湾・本浦湾	0	0	uramura-motoura	鳥羽市リアス、クロダイ・アオリイカ筏向き	鳥羽駅からバス20分	志摩・南伊勢
石鏡漁港	0	0	ishikagami-gyoko	鳥羽市、ヒラスズキ・メバル・カサゴ人気港	鳥羽駅からバス30分	志摩・南伊勢
国崎漁港	0	0	kuzaki-gyoko	外洋向きの漁港、アジ・クロダイ・グレ向き	鳥羽駅からバス35分	志摩・南伊勢
相差漁港	0	0	osatsu-gyoko	鳥羽市南の漁港、アジ・クロダイ・根魚向き	鳥羽駅からバス40分	志摩・南伊勢
千鳥ヶ浜	0	0	chidorigahama	鳥羽市最南端、キス・クロダイ・グレ向き	鳥羽駅からバス45分	志摩・南伊勢
安乗漁港	0	0	anori-gyoko	志摩市、アジ・メバル・アオリイカ向き人気港	鵜方駅からバス20分	志摩・南伊勢
阿児の松原海水浴場	0	0	akonomatsubara	志摩市の砂浜護岸、キス・クロダイ向き	鵜方駅からバス15分	志摩・南伊勢
甲賀漁港	0	0	koga-gyoko	志摩市の漁港、クロダイ・メバル・アオリイカ向き	鵜方駅からバス15分	志摩・南伊勢
いちご浜	0	0	ichigo-hama	志摩市の砂浜、キス・メバル・アオリイカ向き	鵜方駅からバス15分	志摩・南伊勢
名田エリア	0	0	nada-area	志摩市大王町の磯・護岸、グレ・アオリイカ向き	鵜方駅からバス25分	志摩・南伊勢
船越前浜小公園	0	0	funakoshi-maehama	志摩市の小公園護岸、アジ・キス向き	鵜方駅からバス25分	志摩・南伊勢
和具広の浜・布施田ふれあい公園	0	0	wagu-hiroma	志摩市の砂浜公園、キス・クロダイ向き	鵜方駅からバス30分	志摩・南伊勢
和具漁港	0	0	wagu-gyoko	志摩市最大漁港の一つ、アジ・グレ・クロダイ向き	鵜方駅からバス30分	志摩・南伊勢
越賀海岸	0	0	koshika-kaigan	志摩市の地磯・小港、メバル・グレ向き	鵜方駅からバス35分	志摩・南伊勢
御座港	0	0	goza-ko	半島最南端の漁港、グレ・アオリイカ向き	鵜方駅からバス40分	志摩・南伊勢
浜島港・南張海水浴場	0	0	hamajima-nanbari	志摩市の港と砂浜、キス・クロダイ・アジ向き	鵜方駅からバス20分	志摩・南伊勢
相賀浦・大池付近	0	0	oka-oike	南伊勢町北端、クロダイ・アオリイカ・グレ向き	伊勢市駅からバス利用	志摩・南伊勢
贄浦漁港	0	0	nie-gyoko	南伊勢町の漁港、クロダイ・グレ・アオリイカ向き	伊勢市駅からバス利用	志摩・南伊勢
奈屋浦漁港	0	0	naya-gyoko	南伊勢町の小漁港、グレ・クロダイ向き	伊勢市駅からバス利用	志摩・南伊勢
吉津港（神前浦）	0	0	yoshizu-kamizaki	南伊勢町の漁港、グレ・アオリイカ向き	伊勢市駅からバス利用	志摩・南伊勢
五ヶ所浦漁港	0	0	gokasho-gyoko	南伊勢町の大型漁港、アジ・クロダイ・グレ向き	伊勢市駅からバス利用	志摩・南伊勢
迫間浦漁港	0	0	sakama-gyoko	南伊勢町の漁港、クロダイ・グレ・アオリイカ向き	伊勢市駅からバス利用	志摩・南伊勢
古和浦漁港	0	0	kowa-minamiise	南伊勢町の漁港、グレ・アオリイカ・クロダイ向き	伊勢市駅からバス利用	志摩・南伊勢
方座浦漁港	0	0	hoza-gyoko	南伊勢町の漁港、グレ・クロダイ・筏釣り向き	伊勢市駅からバス利用	志摩・南伊勢
錦漁港	0	0	nishiki-gyoko	大紀町の大型漁港、アジ・グレ・アオリイカ向き	三野瀬駅から徒歩20分	志摩・南伊勢
白石湖周辺（道瀬漁港）	0	0	shirogishi-doze	紀北町の湾内漁港、筏クロダイ・グレ向き	相賀駅から徒歩15分	熊野灘
城ノ浜海水浴場	0	0	jonohama-beach	紀北町の砂浜、キス・クロダイ・アジ向き	相賀駅から徒歩20分	熊野灘
紀伊長島港	0	0	kii-nagashima-ko	紀北町の大型港、アジ・クロダイ・グレ向き	紀伊長島駅から徒歩15分	熊野灘
海野漁港	0	0	kaino-gyoko	紀北町の漁港、クロダイ・メバル・アオリイカ向き	紀伊長島駅から徒歩20分	熊野灘
黒浜海岸	0	0	kurohama-kaigan	紀北町の砂浜・護岸、キス・クロダイ向き	三野瀬駅から徒歩15分	熊野灘
比幾海岸	0	0	hiike-kaigan	紀北町の海水浴場護岸、キス・メバル向き	三野瀬駅から徒歩20分	熊野灘
三浦漁港	0	0	miura-gyoko-kihoku	紀北町の漁港、クロダイ・グレ・アオリイカ向き	三野瀬駅から徒歩25分	熊野灘
大白公園	0	0	ojiro-park	紀北町の公園護岸、グレ・アオリイカ向き	尾鷲北ICから車利用	熊野灘
銚子川河口（相賀）	0	0	choshi-kako	紀北町の清流河口、シーバス・クロダイ向き	相賀駅から徒歩15分	熊野灘
尾鷲港・天満浦堤防	0	0	owase-tenman	南部最大港、アジ・グレ・クロダイ・多彩魚種	尾鷲駅から徒歩20分	熊野灘
大曽根浦漁港	0	0	ozone-gyoko	尾鷲市の漁港、アオリイカ・アジ・クロダイ向き	尾鷲駅からバス10分	熊野灘
行野浦漁港	0	0	yukunoura-gyoko	潮通し良好、アオリイカ・グレ・クロダイ向き	尾鷲駅からバス15分	熊野灘
須賀利漁港	0	0	sugari-gyoko	湾奥の漁港、アオリイカ・クロダイ向き穴場	尾鷲駅からバス利用	熊野灘
三木里海岸	0	0	mikinosato-kaigan	尾鷲市南の砂浜、キス・投げ釣り向き	三木里駅から徒歩10分	熊野灘
梶賀漁港	0	0	kajika-gyoko	熊野市境の漁港、グレ・メバル・アオリイカ向き	大曽根浦駅からバス利用	熊野灘
鬼ヶ城周辺地磯	0	0	onigajo-chiso	熊野市の一級地磯、グレ・青物・アオリイカ向き	熊野市駅からバス15分	熊野灘
熊野港・木本港	0	0	kumano-ko	熊野市の港護岸、アジ・クロダイ・グレ向き	熊野市駅から徒歩15分	熊野灘
遊木漁港	0	0	yuuki-gyoko	熊野市の漁港、グレ・メバル・アオリイカ向き	新鹿駅から徒歩15分	熊野灘
新鹿海岸	0	0	niishika-kaigan	熊野市の砂浜、キス・クロダイ向き	新鹿駅から徒歩10分	熊野灘
二木島漁港	0	0	futakijima-gyoko	熊野市の漁港、グレ・アオリイカ・クロダイ向き	二木島駅から徒歩5分	熊野灘
七里御浜（御浜町側）	0	0	shichirimihama-mihasecho	広大な玉砂利サーフ、青物・キス・シーバス向き	阿田和駅から徒歩10分	熊野灘
阿田和・飛鳥漁港	0	0	atawa-asuka-gyoko	御浜町の漁港、アジ・クロダイ・グレ向き	阿田和駅から徒歩10分	熊野灘
七里御浜（紀宝町側）	0	0	shichirimihama-kiho	七里御浜南端、青物・キス・ルアー向き	鵜殿駅から徒歩10分	熊野灘
鵜殿港	0	0	udono-ko	紀宝町の港護岸、クロダイ・セイゴ・ハゼ向き	鵜殿駅から徒歩10分	熊野灘
