name	lat	lon	slug	notes	access	area
神崎川河口	0	0	kanzaki-koukoku	スズキ、ハゼ、クロダイが釣れる。河口独特の釣り場。潮汐変化大。		大阪湾
加島漁港付近	0	0	kashima-kokin	ハゼ、クロダイが狙える。河口近い影響で潮汐変化大。初心者向け。		大阪湾
野田防波堤	0	0	noda-bouhasui	スズキ、ハゼが釣れる。防波堤が長く釣座確保しやすい。潮通し良好。		大阪湾
尼崎西宮間防波堤	0	0	amagasaki-nishinomiya-bouhasui	スズキ、クロダイ、ハゼが狙える。潮通し良く釣果安定。初心者向け。		大阪湾
甲子園浜浜手防波堤	0	0	koshien-hamade-bouhasui	クロダイ、メバル、アジが釣れる。潮通し良好。混雑することがある。		大阪湾
芦屋浜	0	0	ashiya-hama	ハゼ、クロダイが狙える。砂浜が広く初心者向け。景観良好。		大阪湾
武庫川河口	0	0	mukogawa-koukoku	スズキ、ハゼ、クロダイが釣れる。河口特有の環境。潮汐影響大。		大阪湾
夙川河口	0	0	shukugawa-koukoku	スズキ、ハゼが狙える。景観良い河口。潮汐変化著しい。		大阪湾
門戸厄神周辺水域	0	0	mondoyakujin-suiiki	ハゼ、クロダイが釣れる。静かな環境。初心者向けスポット。		大阪湾
塚口漁港	0	0	tsukaguchi-ko	アジ、イサキ、タチウオが狙える。堤防釣りに最適。混雑少なく初心者向け。		大阪湾
十三間川河口	0	0	jusankengawa-koukoku	スズキ、ハゼが釣れる。静かな河口。初心者向け。		大阪湾
大正区堤防	0	0	taishoku-teibouu	ハゼ、クロダイが狙える。堤防が長く釣座多い。初心者向け。		大阪湾
汐見橋周辺	0	0	shiomi-bashi	スズキ、ハゼが釣れる。都市河川の夜釣り人気スポット。照明完備。		大阪湾
弁天島周辺	0	0	bentenjima-shuhen	ハゼ、クロダイ、スズキが狙える。磯場豊富。潮通し良好。中級者向け。		大阪湾
此花大橋下流	0	0	konohana-oohashi-karyuu	スズキ、ハゼが釣れる。都市部の夜釣り場。街灯活用できる。		大阪湾
