name	lat	lon	slug	notes	access	area
田子漁港	34.7488	138.7628	tago-gyoko	透明度高い入り江の漁港、アオリイカ・アジ向き	西伊豆町バス利用	西伊豆
大田子海岸	34.7652	138.7578	otago-kaigan	ダイナミックな地磯・ゴロタ、メジナ・イシダイ向き	西伊豆町バス利用	西伊豆
安良里港	34.7812	138.7688	arari-ko	西伊豆町の漁港、アジ・アオリイカ・クロダイ向き	西伊豆町バス利用	西伊豆
宇久須港	34.8188	138.7848	ugusu-ko	西伊豆町北の漁港、アジ・メジナ・アオリイカ向き	西伊豆町バス利用	西伊豆
米崎港	34.8752	138.7862	komezaki-ko	伊豆市西岸の小漁港、アオリイカ・アジ向き	土肥方面バス利用	西伊豆
土肥海水浴場	34.8898	138.7918	toi-beach	伊豆市の砂浜護岸、キス・アオリイカ・クロダイ向き	土肥方面バス利用	西伊豆
戸田漁港	34.9412	138.7812	heda-gyoko	深い湾内の大型漁港、アジ・クロダイ・マダイ向き	沼津駅からバス50分	西伊豆
井田海水浴場	34.9582	138.7752	ida-beach	戸田北の砂浜、キス・アオリイカ向き、富士山絶景	沼津駅からバス45分	西伊豆
沼津港	35.0958	138.8628	numazu-ko	大型港、護岸・狩野川河口で釣り可能エリアあり	沼津駅からバス10分	西伊豆
狩野川河口	35.0988	138.8702	kano-kako	沼津港隣接、シーバス・クロダイ・ハゼ向き	沼津駅からバス10分	西伊豆
千本浜・片浜海岸	35.0882	138.8478	senbon-katahama	沼津の広大なサーフ、青物・キス・ルアー向き	原駅から徒歩15分	西伊豆
静浦漁港	35.0652	138.8482	shizuura-gyoko	カゴ釣り聖地、青物・マダイ・クロダイ・アジ向き	沼津駅からバス25分	西伊豆
獅子浜海岸	35.0588	138.8412	shishihama-kaigan	静浦港隣接のサーフ、青物・キス向き	沼津駅からバス25分	西伊豆
多比港	35.0348	138.8498	tabi-ko	内浦の小漁港、アジ・マダイ・アオリイカ向き	沼津駅からバス30分	西伊豆
重寺港	35.0218	138.8528	juuji-ko	沼津穴場漁港、青物・クロダイ・アオリイカ向き	沼津駅からバス30分	西伊豆
内浦・三津港	35.0082	138.8548	mitoura-ko	三津シーパラ隣接、アジ・クロダイ・マダイ向き	沼津駅からバス35分	西伊豆
木負堤防	34.9982	138.8548	kinose-teibou	沖に300m突き出た人気堤防、青物・アオリイカ向き	沼津駅からバス35分	西伊豆
平沢港	34.9882	138.8548	hirasawa-ko	内浦南の漁港、アジ・クロダイ・アオリイカ向き	沼津駅からバス40分	西伊豆
足保港	34.9748	138.8532	ashibu-ko	内浦最南部の小漁港、アオリイカ・メジナ・アジ向き	沼津駅からバス45分	西伊豆
大瀬崎	34.9588	138.8288	osezaki	駿河湾屈指の地磯、メジナ・クロダイ・青物向き	沼津駅からバス50分	西伊豆
